Estimate,Est Length,Bill No,Item,Height,Stretch,Length,Mbook,Pages,Date
RCC RW (6775 - 7000),225,Bill No. 03,Above Sill,7.1,6775-6825,50,16981,56-58,23-01-25
RCC RW (6775 - 7000),225,Bill No. 02,Above Sill,7.1,6825-6850,25,16983,25-28,17-12-24
RCC RW (6775 - 7000),225,Bill No. 03,Above Sill,7.1,6850-6875,25,16981,56-58,23-01-25
RCC RW (6775 - 7000),225,Bill No. 05,Above Sill,8.1,6875-6910,35,16981,74-76,23-02-25
RCC RW (6775 - 7000),225,Bill No. 06,Above Sill,8.1,6910-6936,26,16983,55-57,11-03-25
RCC RW (6775 - 7000),225,Bill No. 07,Above Sill,8.1,6936-6975,39,16982,61-63,23-03-25
RCC RW (6775 - 7000),225,Bill No. 12,Above Sill,10,6975-7000,25,17170,49-52,21-08-25
RCC RW (7000-7375),375,Bill No. 12,Above Sill,10,7000-7036,36,17170,49-52,21-08-25
RCC RW (7000-7375),375,Bill No. 12,Above Sill,10,7040-7070,30,17170,49-52,21-08-25
RCC RW (7000-7375),375,Bill No. 11,Above Sill,10,7070-7108,38,17170,22-26,21-07-25
RCC RW (7000-7375),375,Bill No. 11,Above Sill,8.1,7108-7132,24,17170,22-26,21-07-25
RCC RW (7000-7375),375,Bill No. 03,Above Sill,5.9,7132-7212,80,16981,56-58,23-01-25
RCC RW (7000-7375),375,Bill No. 01,Above Sill,5.9,7212-7296,84,16981,22-24,13-11-24
RCC RW (7000-7375),375,Bill No. 01,Above Sill,5.1,7296-7338,42,16981,22-24,13-11-24
RCC RW (7000-7375),375,Bill No. 02,Above Sill,5.1,7319-7352,33,16983,25-28,17-12-24
RCC RW (7000-7375),375,Bill No. 07,Above Sill,5.1,7352-7375,23,16982,61-63,23-03-25
RCC RW (7375-7650) ,275,Bill No. 11,Above Sill,5.1,7475-7535,60,17170,22-26,21-07-25
RCC RW (7375-7650) ,275,Bill No. 14,Above Sill,5.1,7535-7601,66,17170,71-72,21-10-25
RCC RW (7375-7650) ,275,Bill No. 11,Above Sill,5.1,7601-7625,24,17170,22-26,21-07-25
RCC RW (7825-8150),325,Bill No. 09,Above Sill,5.1,7825-7895,70,16981,95-98,21-05-25
RCC RW (7825-8150),325,Bill No. 09,Above Sill,5.1,7895-7965,70,16981,95-98,21-05-25
RCC RW (7825-8150),325,Bill No. 10,Above Sill,5.1,7965-7989,24,16983,91-96,20-06-25
RCC RW (7825-8150),325,Bill No. 09,Above Sill,5.1,7989-8024,35,16981,95-98,21-05-25
RCC RW (7825-8150),325,Bill No. 10,Above Sill,5.1,8024-8150,126,16983,91-96,20-06-25
